,issue_key,project_key,author,id,created,body,chronological_number,clean_comment
491,MCOL-211,MCOL,David Thompson,88160,2016-11-07 21:34:49,"We have the ability to test in AWS and on hosted bare metal servers, i think this can be closed now.",1,"We have the ability to test in AWS and on hosted bare metal servers, i think this can be closed now."
492,MCOL-2110,MCOL,Andrew Hutchings,122417,2019-01-25 11:39:23,"Can you please provide a little more details with regards to the problems you face?

[~ben.thompson] I believe BuildBot is using out of source builds. Are you aware of any issues with the README.md instructions in the server tree?",1,"Can you please provide a little more details with regards to the problems you face?

[~ben.thompson] I believe BuildBot is using out of source builds. Are you aware of any issues with the README.md instructions in the server tree?"
493,MCOL-2110,MCOL,David Mott,122427,2019-01-25 13:22:05,"[pull request 681 was created|https://github.com/mariadb-corporation/mariadb-columnstore-engine/pull/681]

Prefixing SERVER_BUILD_INCLUDE_DIR and SERVER_SOURCE_ROOT_DIR with CMAKE_BINARY_DIR works in the case of the engine and server build folders being siblings to each other and relative paths supplied to cmake. If the build folders are not siblings and absolute paths are supplied to cmake it fails. Using GET_FILENAME_COMPONENT will resolve the correct path in both cases.

",2,"[pull request 681 was created|URL

Prefixing SERVER_BUILD_INCLUDE_DIR and SERVER_SOURCE_ROOT_DIR with CMAKE_BINARY_DIR works in the case of the engine and server build folders being siblings to each other and relative paths supplied to cmake. If the build folders are not siblings and absolute paths are supplied to cmake it fails. Using GET_FILENAME_COMPONENT will resolve the correct path in both cases.

"
494,MCOL-2110,MCOL,Roman,123748,2019-02-23 03:58:11,Tested the fix.,3,Tested the fix.
495,MCOL-2115,MCOL,Daniel Lee,123100,2019-02-08 17:04:54,"Build verified: 1.0.16-1 (Build from buildbot dated 02/06/2019 23:14

",1,"Build verified: 1.0.16-1 (Build from buildbot dated 02/06/2019 23:14

"
496,MCOL-2120,MCOL,Andrew Hutchings,122556,2019-01-29 09:01:02,Ben has confirmed that Debian 8 and 9 have it. The others still need to be checked.,1,Ben has confirmed that Debian 8 and 9 have it. The others still need to be checked.
497,MCOL-2120,MCOL,Ben Thompson,123016,2019-02-06 22:59:30,Buildbot has been updated nothing to checkin but need someone to confirm this is done,2,Buildbot has been updated nothing to checkin but need someone to confirm this is done
498,MCOL-2120,MCOL,Richard Stracke,123712,2019-02-22 08:05:21,"Numa for Centos is missing also for usual MariaDB 10.3.12

",3,"Numa for Centos is missing also for usual MariaDB 10.3.12

"
499,MCOL-2120,MCOL,Ben Thompson,154751,2020-05-29 19:08:01,Can you look into this now that you're doing new CI and builds,4,Can you look into this now that you're doing new CI and builds
500,MCOL-2129,MCOL,Jens Röwekamp,122797,2019-02-01 15:38:16,Added postConfigure flag -xr to reverse lookup the submitted hostnames and use the returned name instead.,1,Added postConfigure flag -xr to reverse lookup the submitted hostnames and use the returned name instead.
501,MCOL-2129,MCOL,Daniel Lee,125876,2019-04-04 16:46:26,"Build verified: 1.2.3-1 ColumnStore Docker

The fix was actually in 1.2.3-1

https://github.com/mariadb-corporation/mariadb-columnstore-docker.git

Followed instructions to do a docker setup for 2um2pm stack.

and verified the stack is working properly.  

Also verified the reverse dns lookup is working.

[dlee@master columnstore_zeppelin]$ sudo docker ps
CONTAINER ID        IMAGE                     COMMAND                  CREATED             STATUS              PORTS                    NAMES
7f6799b2bba3        mariadb/sandboxzeppelin   ""/zeppelin/bootstrap…""   13 minutes ago      Up 13 minutes       0.0.0.0:8080->8080/tcp   columnstorezeppelin_zeppelin_1
d120b997595b        mariadb/columnstore:1.2   ""docker-entrypoint.s…""   13 minutes ago      Up 13 minutes       3306/tcp                 columnstorezeppelin_pm1_1
5d3526793194        mariadb/columnstore:1.2   ""docker-entrypoint.s…""   13 minutes ago      Up 13 minutes       0.0.0.0:3307->3306/tcp   columnstorezeppelin_um2_1
12c0f9521f24        mariadb/columnstore:1.2   ""docker-entrypoint.s…""   13 minutes ago      Up 13 minutes       3306/tcp                 columnstorezeppelin_pm2_1
8900481df985        mariadb/columnstore:1.2   ""docker-entrypoint.s…""   13 minutes ago      Up 13 minutes       0.0.0.0:3306->3306/tcp   columnstorezeppelin_um1_1
[dlee@master columnstore_zeppelin]$ sudo docker exec -it columnstorezeppelin_um1_1 /bin/bash

[root@8900481df985 /]# ls
anaconda-post.log  dev                         docker-entrypoint.sh  home  lib64  media  opt   root  sbin  sys  usr
bin                docker-entrypoint-initdb.d  etc                   lib   log    mnt    proc  run   srv   tmp  var
[root@8900481df985 /]# ping um2 -c2
PING um2 (10.5.0.3) 56(84) bytes of data.
64 bytes from columnstorezeppelin_um2_1.columnstorezeppelin_mcsnet (10.5.0.3): icmp_seq=1 ttl=64 time=0.039 ms
64 bytes from columnstorezeppelin_um2_1.columnstorezeppelin_mcsnet (10.5.0.3): icmp_seq=2 ttl=64 time=0.129 ms

--- um2 ping statistics ---
2 packets transmitted, 2 received, 0% packet loss, time 999ms
rtt min/avg/max/mdev = 0.039/0.084/0.129/0.045 ms
[root@8900481df985 /]# mcsmysql mysql
ERROR 1045 (28000): Access denied for user 'root'@'localhost' (using password: NO)
[root@8900481df985 /]# mcsmysql mysql -ppass
Welcome to the MariaDB monitor.  Commands end with ; or \g.
Your MariaDB connection id is 58
Server version: 10.3.13-MariaDB-log Columnstore 1.2.3-1

Copyright (c) 2000, 2018, Oracle, MariaDB Corporation Ab and others.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

MariaDB [mysql]> quit

[root@8900481df985 /]# nslookup 10.5.0.3
Server:		127.0.0.11
Address:	127.0.0.11#53

Non-authoritative answer:
3.0.5.10.in-addr.arpa	name = columnstorezeppelin_um2_1.columnstorezeppelin_mcsnet.",2,"Build verified: 1.2.3-1 ColumnStore Docker

The fix was actually in 1.2.3-1

URL

Followed instructions to do a docker setup for 2um2pm stack.

and verified the stack is working properly.  

Also verified the reverse dns lookup is working.

[dlee@master columnstore_zeppelin]$ sudo docker ps
CONTAINER ID        IMAGE                     COMMAND                  CREATED             STATUS              PORTS                    NAMES
7f6799b2bba3        mariadb/sandboxzeppelin   ""/zeppelin/bootstrap…""   13 minutes ago      Up 13 minutes       0.0.0.0:8080->8080/tcp   columnstorezeppelin_zeppelin_1
d120b997595b        mariadb/columnstore:1.2   ""docker-entrypoint.s…""   13 minutes ago      Up 13 minutes       3306/tcp                 columnstorezeppelin_pm1_1
5d3526793194        mariadb/columnstore:1.2   ""docker-entrypoint.s…""   13 minutes ago      Up 13 minutes       0.0.0.0:3307->3306/tcp   columnstorezeppelin_um2_1
12c0f9521f24        mariadb/columnstore:1.2   ""docker-entrypoint.s…""   13 minutes ago      Up 13 minutes       3306/tcp                 columnstorezeppelin_pm2_1
8900481df985        mariadb/columnstore:1.2   ""docker-entrypoint.s…""   13 minutes ago      Up 13 minutes       0.0.0.0:3306->3306/tcp   columnstorezeppelin_um1_1
[dlee@master columnstore_zeppelin]$ sudo docker exec -it columnstorezeppelin_um1_1 /bin/bash

[root@8900481df985 /]# ls
anaconda-post.log  dev                         docker-entrypoint.sh  home  lib64  media  opt   root  sbin  sys  usr
bin                docker-entrypoint-initdb.d  etc                   lib   log    mnt    proc  run   srv   tmp  var
[root@8900481df985 /]# ping um2 -c2
PING um2 (10.5.0.3) 56(84) bytes of data.
64 bytes from columnstorezeppelin_um2_1.columnstorezeppelin_mcsnet (10.5.0.3): icmp_seq=1 ttl=64 time=0.039 ms
64 bytes from columnstorezeppelin_um2_1.columnstorezeppelin_mcsnet (10.5.0.3): icmp_seq=2 ttl=64 time=0.129 ms

--- um2 ping statistics ---
2 packets transmitted, 2 received, 0% packet loss, time 999ms
rtt min/avg/max/mdev = 0.039/0.084/0.129/0.045 ms
[root@8900481df985 /]# mcsmysql mysql
ERROR 1045 (28000): Access denied for user 'root'@'localhost' (using password: NO)
[root@8900481df985 /]# mcsmysql mysql -ppass
Welcome to the MariaDB monitor.  Commands end with ; or \g.
Your MariaDB connection id is 58
Server version: 10.3.13-MariaDB-log Columnstore 1.2.3-1

Copyright (c) 2000, 2018, Oracle, MariaDB Corporation Ab and others.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

MariaDB [mysql]> quit

[root@8900481df985 /]# nslookup 10.5.0.3
Server:		127.0.0.11
Address:	127.0.0.11#53

Non-authoritative answer:
3.0.5.10.in-addr.arpa	name = columnstorezeppelin_um2_1.columnstorezeppelin_mcsnet."
502,MCOL-213,MCOL,David Thompson,88866,2016-11-29 21:27:14,[~dleeyh]  can we close this out now. I'm not sure if it's interesting for us to do any more comparison now we already reached parity on the smaller sizes?,1,[~dleeyh]  can we close this out now. I'm not sure if it's interesting for us to do any more comparison now we already reached parity on the smaller sizes?
503,MCOL-213,MCOL,Daniel Lee,92482,2017-03-02 15:03:16,Completed,2,Completed
504,MCOL-214,MCOL,David Thompson,88865,2016-11-29 21:26:34,[~dleeyh] in your testing did you use innodb tables in your column store server or use a standalone vanilla server install? We should probably test against the latter if we did the former.,1,[~dleeyh] in your testing did you use innodb tables in your column store server or use a standalone vanilla server install? We should probably test against the latter if we did the former.
505,MCOL-214,MCOL,Daniel Lee,90245,2017-01-04 15:22:03,"Sorry, I missed this msg.  I use for the former.  I will redo the test using the later.  Running LDI for 1g already took 2 hours.  I think we should do just a 1gb test for InnoDB.

",2,"Sorry, I missed this msg.  I use for the former.  I will redo the test using the later.  Running LDI for 1g already took 2 hours.  I think we should do just a 1gb test for InnoDB.

"
506,MCOL-214,MCOL,Daniel Lee,92483,2017-03-02 15:03:55,Completed,3,Completed
507,MCOL-2158,MCOL,Daniel Lee,123420,2019-02-15 03:25:24,"Build verified: 1.1.7-1

server commit:
3e8a9df
engine commit:
827d6b5
",1,"Build verified: 1.1.7-1

server commit:
3e8a9df
engine commit:
827d6b5
"
508,MCOL-2178,MCOL,Daniel Lee,134461,2019-09-19 18:21:47,"Build verified: 1.4.0-1

[dlee@master centos7]$ cat gitversionInfo.txt 
engine commit:
975463c

Welcome to the MariaDB monitor.  Commands end with ; or \g.
Your MariaDB connection id is 12
Server version: 10.4.8-3-MariaDB-log Source distribution

Copyright (c) 2000, 2018, Oracle, MariaDB Corporation Ab and others.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

Issues found will be reported in as new bug tickets.

",1,"Build verified: 1.4.0-1

[dlee@master centos7]$ cat gitversionInfo.txt 
engine commit:
975463c

Welcome to the MariaDB monitor.  Commands end with ; or \g.
Your MariaDB connection id is 12
Server version: 10.4.8-3-MariaDB-log Source distribution

Copyright (c) 2000, 2018, Oracle, MariaDB Corporation Ab and others.

Type 'help;' or '\h' for help. Type '\c' to clear the current input statement.

Issues found will be reported in as new bug tickets.

"
509,MCOL-22,MCOL,David Hill,83268,2016-05-06 21:31:06,"package name changes

currently:

infinidb-enterprise-5.0-0.x86_64.rpm              infinidb-mariadb-5.0-0-x86_64-centos6-common.rpm  infinidb-platform-5.0-0.x86_64.rpm
infinidb-libs-5.0-0.x86_64.rpm                    infinidb-mariadb-5.0-0-x86_64-centos6-server.rpm  infinidb-storage-engine-5.0-0.x86_64.rpm
infinidb-mariadb-5.0-0-x86_64-centos6-client.rpm  infinidb-mariadb-5.0-0-x86_64-centos6-shared.rpm
",1,"package name changes

currently:

infinidb-enterprise-5.0-0.x86_64.rpm              infinidb-mariadb-5.0-0-x86_64-centos6-common.rpm  infinidb-platform-5.0-0.x86_64.rpm
infinidb-libs-5.0-0.x86_64.rpm                    infinidb-mariadb-5.0-0-x86_64-centos6-server.rpm  infinidb-storage-engine-5.0-0.x86_64.rpm
infinidb-mariadb-5.0-0-x86_64-centos6-client.rpm  infinidb-mariadb-5.0-0-x86_64-centos6-shared.rpm
"
510,MCOL-22,MCOL,David Hill,83760,2016-05-29 22:52:05,"Have CentOS 6.6 build gernating the following rpms:

mariadb-columnstore-1.0-0-x86_64-centos6-client.rpm
mariadb-columnstore-1.0-0-x86_64-centos6-common.rpm
mariadb-columnstore-1.0-0-x86_64-centos6-server.rpm
mariadb-columnstore-1.0-0-x86_64-centos6-shared.rpm
mariadb-columnstore-enterprise-1.0-0.x86_64.rpm
mariadb-columnstore-libs-1.0-0.x86_64.rpm
mariadb-columnstore-platform-1.0-0.x86_64.rpm
mariadb-columnstore-storage-engine-1.0-0.x86_64.rpm",2,"Have CentOS 6.6 build gernating the following rpms:

mariadb-columnstore-1.0-0-x86_64-centos6-client.rpm
mariadb-columnstore-1.0-0-x86_64-centos6-common.rpm
mariadb-columnstore-1.0-0-x86_64-centos6-server.rpm
mariadb-columnstore-1.0-0-x86_64-centos6-shared.rpm
mariadb-columnstore-enterprise-1.0-0.x86_64.rpm
mariadb-columnstore-libs-1.0-0.x86_64.rpm
mariadb-columnstore-platform-1.0-0.x86_64.rpm
mariadb-columnstore-storage-engine-1.0-0.x86_64.rpm"
511,MCOL-22,MCOL,Daniel Lee,83884,2016-05-31 21:49:01,"Build verified:
getsoftwareinfo   Tue May 31 16:48:37 2016

Name        : mariadb-columnstore-platform  Relocations: (not relocatable)
Version     : 1.0                               Vendor: MariaDB Corporation Ab
Release     : 0                             Build Date: Fri 27 May 2016 03:07:53 PM CDT
Install Date: Tue 31 May 2016 04:33:28 PM CDT      Build Host: srvbuilder
Group       : Applications                  Source RPM: mariadb-columnstore-1.0-0.src.rpm

Tested RPM installation on Centos 6.8",3,"Build verified:
getsoftwareinfo   Tue May 31 16:48:37 2016

Name        : mariadb-columnstore-platform  Relocations: (not relocatable)
Version     : 1.0                               Vendor: MariaDB Corporation Ab
Release     : 0                             Build Date: Fri 27 May 2016 03:07:53 PM CDT
Install Date: Tue 31 May 2016 04:33:28 PM CDT      Build Host: srvbuilder
Group       : Applications                  Source RPM: mariadb-columnstore-1.0-0.src.rpm

Tested RPM installation on Centos 6.8"
512,MCOL-220,MCOL,Daniel Lee,85983,2016-08-30 16:13:49,Task has been completed,1,Task has been completed
513,MCOL-2218,MCOL,Daniel Lee,124361,2019-03-08 14:47:03,"Build verified: 1.2.3-1 nightly

[dlee@cs-tst-06 centos7]$ cat gitversionInfo.txt 
server commit:
2243073
engine commit:
26e6154

",1,"Build verified: 1.2.3-1 nightly

[dlee@cs-tst-06 centos7]$ cat gitversionInfo.txt 
server commit:
2243073
engine commit:
26e6154

"
514,MCOL-23,MCOL,David Hill,83494,2016-05-18 13:57:34,"some query fails with local errors

/root/genii/mysql/queries/working_tpch1/misc

[root@srvregtest misc]# more bug2954.sql.log
ERROR 1690 (22003) at line 1: DOUBLE value is out of range in 'cot(0)'

[root@srvregtest misc]# more bug3783.sql.log
ERROR 1815 (HY000) at line 5: Internal error: IDB-2015: Sorting length exceeded. Session varia
ble max_length_for_sort_data needs to be set higher.

[root@srvregtest misc]# more bug5267.sql.log
ERROR 1178 (42000) at line 1: The storage engine for the table doesn't support IDB-1001: Funct
ion 'xor' can only be used in the outermost select or order by clause and cannot be used in co
njunction with an aggregate function.

/root/genii/mysql/queries/working_dml/misc

pwd
/root/genii/mysql/queries/working_dml/misc
[root@srvregtest misc]# grep -i error vtabledmlcol2col.sql.log
71	65916ERROR 1815 (HY000) at line 128: Internal error: IDB-2004: Cannot connect to ExeMgr.

pwd
/root/genii/mysql/queries/working_dml/misc
[root@srvregtest misc]# grep -i error vtabledmlcol2col.sql.log
71	65916ERROR 1815 (HY000) at line 128: Internal error: IDB-2004: Cannot connect to ExeMgr.
",1,"some query fails with local errors

/root/genii/mysql/queries/working_tpch1/misc

[root@srvregtest misc]# more bug2954.sql.log
ERROR 1690 (22003) at line 1: DOUBLE value is out of range in 'cot(0)'

[root@srvregtest misc]# more bug3783.sql.log
ERROR 1815 (HY000) at line 5: Internal error: IDB-2015: Sorting length exceeded. Session varia
ble max_length_for_sort_data needs to be set higher.

[root@srvregtest misc]# more bug5267.sql.log
ERROR 1178 (42000) at line 1: The storage engine for the table doesn't support IDB-1001: Funct
ion 'xor' can only be used in the outermost select or order by clause and cannot be used in co
njunction with an aggregate function.

/root/genii/mysql/queries/working_dml/misc

pwd
/root/genii/mysql/queries/working_dml/misc
[root@srvregtest misc]# grep -i error vtabledmlcol2col.sql.log
71	65916ERROR 1815 (HY000) at line 128: Internal error: IDB-2004: Cannot connect to ExeMgr.

pwd
/root/genii/mysql/queries/working_dml/misc
[root@srvregtest misc]# grep -i error vtabledmlcol2col.sql.log
71	65916ERROR 1815 (HY000) at line 128: Internal error: IDB-2004: Cannot connect to ExeMgr.
"
515,MCOL-23,MCOL,David Hall,83519,2016-05-19 17:02:11,"working_tpch1/qa_fe_cnxFunctions/NULLIF.DM.sql, line 2: fails the compare. NULLIF on date vs datetime returns as though the compare was falsem yet select with = returns true

MariaDB [tpch1]> select cidx, CDATE, CDATETIME, NULLIF(CDATE,CDATETIME), CDATE=CDATETIME from datatypetestm order by cidx;
+------+------------+---------------------+-------------------------+-----------------+
| cidx | CDATE      | CDATETIME           | NULLIF(CDATE,CDATETIME) | CDATE=CDATETIME |
+------+------------+---------------------+-------------------------+-----------------+
|    1 | 1997-01-01 | 1997-01-01 00:00:00 | 1997-01-01              |               1 |
|    2 | 1997-01-01 | 1997-01-01 00:00:01 | 1997-01-01              |               0 |
|    3 | 1997-01-02 | 1997-01-02 00:00:01 | 1997-01-02              |               0 |
|    4 | 1997-01-03 | 1997-01-03 00:00:02 | 1997-01-03              |               0 |
|    5 | 1997-01-04 | 1997-01-04 00:00:03 | 1997-01-04              |               0 |
|    6 | 2009-12-28 | 2009-12-31 23:59:56 | 2009-12-28              |               0 |
|    7 | 2009-12-29 | 2009-12-31 23:59:57 | 2009-12-29              |               0 |
|    8 | 2009-12-30 | 2009-12-31 23:59:58 | 2009-12-30              |               0 |
|    9 | 2009-12-31 | 2009-12-31 23:59:59 | 2009-12-31              |               0 |
|   10 | 2009-12-31 | 2009-12-31 23:59:59 | 2009-12-31              |               0 |
|   11 | 2009-12-31 | 2009-12-31 23:59:59 | 2009-12-31              |               0 |
+------+------------+---------------------+-------------------------+-----------------+
11 rows in set (0.06 sec)

NULLIF should return NULL if the two values compare as =. For row 1, we see in the last column that they do compare =, yet NULLIF returns the value, which it should not do.",2,"working_tpch1/qa_fe_cnxFunctions/NULLIF.DM.sql, line 2: fails the compare. NULLIF on date vs datetime returns as though the compare was falsem yet select with = returns true

MariaDB [tpch1]> select cidx, CDATE, CDATETIME, NULLIF(CDATE,CDATETIME), CDATE=CDATETIME from datatypetestm order by cidx;
+------+------------+---------------------+-------------------------+-----------------+
| cidx | CDATE      | CDATETIME           | NULLIF(CDATE,CDATETIME) | CDATE=CDATETIME |
+------+------------+---------------------+-------------------------+-----------------+
|    1 | 1997-01-01 | 1997-01-01 00:00:00 | 1997-01-01              |               1 |
|    2 | 1997-01-01 | 1997-01-01 00:00:01 | 1997-01-01              |               0 |
|    3 | 1997-01-02 | 1997-01-02 00:00:01 | 1997-01-02              |               0 |
|    4 | 1997-01-03 | 1997-01-03 00:00:02 | 1997-01-03              |               0 |
|    5 | 1997-01-04 | 1997-01-04 00:00:03 | 1997-01-04              |               0 |
|    6 | 2009-12-28 | 2009-12-31 23:59:56 | 2009-12-28              |               0 |
|    7 | 2009-12-29 | 2009-12-31 23:59:57 | 2009-12-29              |               0 |
|    8 | 2009-12-30 | 2009-12-31 23:59:58 | 2009-12-30              |               0 |
|    9 | 2009-12-31 | 2009-12-31 23:59:59 | 2009-12-31              |               0 |
|   10 | 2009-12-31 | 2009-12-31 23:59:59 | 2009-12-31              |               0 |
|   11 | 2009-12-31 | 2009-12-31 23:59:59 | 2009-12-31              |               0 |
+------+------------+---------------------+-------------------------+-----------------+
11 rows in set (0.06 sec)

NULLIF should return NULL if the two values compare as =. For row 1, we see in the last column that they do compare =, yet NULLIF returns the value, which it should not do."
516,MCOL-23,MCOL,David Hall,83523,2016-05-19 20:13:33,"Re: NULLIF(CDATE,CDATETIME) the return type requested by MariaDB is DATE, where in mysql, it requested a string object. Columnstore has specific code for the date vs datetime NULLIF compare when a string is requested. When the DATE type return is requested, it had no such special processing. 

Added the special processing for this case.",3,"Re: NULLIF(CDATE,CDATETIME) the return type requested by MariaDB is DATE, where in mysql, it requested a string object. Columnstore has specific code for the date vs datetime NULLIF compare when a string is requested. When the DATE type return is requested, it had no such special processing. 

Added the special processing for this case."
517,MCOL-23,MCOL,David Hall,83529,2016-05-19 23:11:38,"Re: working_tpch1_compareLogOnly/misc/bug4433.sql
This test is for the change made to InfiniDB to increase the maximum size of database and table names from 64 to 128. This change has not been ported to columnstore, so this test is invalid at this time. Should we decide to increase the maximum size to 120 char, I suggest we do it for all of MariaDB, as it takes a change in the Server code to effect this modification.
",4,"Re: working_tpch1_compareLogOnly/misc/bug4433.sql
This test is for the change made to InfiniDB to increase the maximum size of database and table names from 64 to 128. This change has not been ported to columnstore, so this test is invalid at this time. Should we decide to increase the maximum size to 120 char, I suggest we do it for all of MariaDB, as it takes a change in the Server code to effect this modification.
"
518,MCOL-23,MCOL,David Hall,83530,2016-05-19 23:27:53,"Re: working_tpch1_compareLogOnly/onClauseJoins/bug4031.sql query one gets a different answer than InfiniDB. It looks like another case where InfiniDB's optimizer is conflicting with MariaDB's optimizer and moving things to the inside of a join when they should stay outside. 

This was indeed the same bug that optimized when it shouldn't. The shortcut I took before wasn't good enough. A full search of the list is needed. 

{code:java}
		// MariaDB 10.1: cached_table is never available for derived tables.
		// Find the uncached object in table_list
		TABLE_LIST* tblList = ifp->context->table_list;
		while (tblList)
		{
			if (strcasecmp(tblList->alias, ifp->table_name) == 0)
			{
				if (!tblList->outer_join)
				{
					sc->derivedTable(derivedName);
					sc->derivedRefCol(cols[j].get());
				}
				break;
			}
			tblList = tblList->next_local;
		}
{code}
",5,"Re: working_tpch1_compareLogOnly/onClauseJoins/bug4031.sql query one gets a different answer than InfiniDB. It looks like another case where InfiniDB's optimizer is conflicting with MariaDB's optimizer and moving things to the inside of a join when they should stay outside. 

This was indeed the same bug that optimized when it shouldn't. The shortcut I took before wasn't good enough. A full search of the list is needed. 

{code:java}
		// MariaDB 10.1: cached_table is never available for derived tables.
		// Find the uncached object in table_list
		TABLE_LIST* tblList = ifp->context->table_list;
		while (tblList)
		{
			if (strcasecmp(tblList->alias, ifp->table_name) == 0)
			{
				if (!tblList->outer_join)
				{
					sc->derivedTable(derivedName);
					sc->derivedRefCol(cols[j].get());
				}
				break;
			}
			tblList = tblList->next_local;
		}
{code}
"
519,MCOL-23,MCOL,Dipti Joshi,83633,2016-05-24 00:06:21,"[~David.Hall] regarding your comments on working_tpch1_compareLogOnly/onClauseJoins/bug4031.sql,  it is not showing as failure in test001 test report . If this test script is outside of test001 testsuite, let us file a separate Jira item for it.",6,"[~David.Hall] regarding your comments on working_tpch1_compareLogOnly/onClauseJoins/bug4031.sql,  it is not showing as failure in test001 test report . If this test script is outside of test001 testsuite, let us file a separate Jira item for it."
520,MCOL-23,MCOL,Andrew Hutchings,86997,2016-10-03 12:07:25,"test001 as is now working, see MCOL-25 for details.

InnoDB comparison will fail, but test001 doesn't do this.",7,"test001 as is now working, see MCOL-25 for details.

InnoDB comparison will fail, but test001 doesn't do this."
521,MCOL-25,MCOL,Dipti Joshi,85968,2016-08-30 14:55:39,Is this passing now [~hill],1,Is this passing now [~hill]
522,MCOL-25,MCOL,Andrew Hutchings,86825,2016-09-26 16:42:02,"note: a majority of the ref files are bad. They look like they were generated with a different data set. Comparing with a refDB for now, but they should be regenerated after this.",2,"note: a majority of the ref files are bad. They look like they were generated with a different data set. Comparing with a refDB for now, but they should be regenerated after this."
