issue_key,issue_type,project_key,created,time_add_to_sprint,creator,priority,original_summary_sprint,original_description_sprint,original_acceptance_criteria_sprint,original_story_points_sprint,num_comments_before_sprint,num_changes_text_before_sprint,num_changes_story_point_before_sprint,time_until_add_to_sprint,num_changes_summary_description_acceptance_sprint,num_different_words_all_text_sprint,is_change_text_num_words_5,is_change_text_num_words_10,is_change_text_num_words_15,is_change_text_num_words_20,num_issues_cretor_prev
MDEV-36077,New Feature,MDEV,2025-02-13 05:29:28,2025-04-02 17:33:00.000,JIRAUSER53125,Critical,Galera feature: retry applying of write sets at slave nodes,"A new Galera feature that allows retrying of applying of writesets at
slave nodes (codership/mysql-wsrep-bugs/#1619). Currently replication
applying stops for first non ignored failure occurring in event
applying, and node will do emergency abort (or start inconsistency
voting). Some failures, however, can be concurrency related, and
applying may succeed if the operation is tried at later time.
    
This feature introduces a new dynamic global option variable
{{wsrep_applier_retry_count}} that controls the retry-applying feature:
a zero value disables retrying and a positive value sets the maximum
number of retry attempts. The default value for this option is zero,
which means that this feature is disabled by default.

",,,1,1,0,69843.53333333334,0,0,0,0,0,0,0
MDEV-20065,New Feature,MDEV,2019-07-15 14:00:08,2025-04-02 17:38:12.000,elkin,Critical,parallel replication for galera slave,"Galera node when acts as the regular replication slave  is limited to the single-threaded
slave applier because the pre_commit transaction ordering by Galera may be set up
to violate the BGC one so two transactions from the same binlog group end up in deadlock, like


{noformat}
Gtid_seq_no= 2
Thread 34 (Thread 0x7fcd966d2700 (LWP 23891)):
#0  0x00007fcda6d56415 in pthread_cond_wait@@GLIBC_2.3.2 () from
/usr/lib/libpthread.so.0
#1  0x00005569d607d380 in safe_cond_wait (cond=0x7fcd854078e8,
mp=0x7fcd85407838, file=0x5569d6240360
""/home/sachin/10.1/server/include/mysql/psi/mysql_thread.h"",
line=1154) at /home/sachin/10.1/server/mysys/thr_mutex.c:493
#2  0x00005569d5aec4d0 in inline_mysql_cond_wait (that=0x7fcd854078e8,
mutex=0x7fcd85407838, src_file=0x5569d6240cb8
""/home/sachin/10.1/server/sql/log.cc"", src_line=7387) at
/home/sachin/10.1/server/include/mysql/psi/mysql_thread.h:1154
#3  0x00005569d5afeee5 in MYSQL_BIN_LOG::queue_for_group_commit
(this=0x5569d692d7c0 <mysql_bin_log>, orig_entry=0x7fcd966cf440) at
/home/sachin/10.1/server/sql/log.cc:7387
#4  0x00005569d5aff5c9 in
MYSQL_BIN_LOG::write_transaction_to_binlog_events (this=0x5569d692d7c0
<mysql_bin_log>, entry=0x7fcd966cf440) at
/home/sachin/10.1/server/sql/log.cc:7607
#5  0x00005569d5afecff in MYSQL_BIN_LOG::write_transaction_to_binlog
(this=0x5569d692d7c0 <mysql_bin_log>, thd=0x7fcd84c068b0,
cache_mngr=0x7fcd84c72c70, end_ev=0x7fcd966cf5e0, all=true,
using_stmt_cache=true, using_trx_cache=true) at
/home/sachin/10.1/server/sql/log.cc:7290
#6  0x00005569d5af0ce6 in binlog_flush_cache (thd=0x7fcd84c068b0,
cache_mngr=0x7fcd84c72c70, end_ev=0x7fcd966cf5e0, all=true,
using_stmt=true, using_trx=true) at
/home/sachin/10.1/server/sql/log.cc:1751
#7  0x00005569d5af11bb in binlog_commit_flush_xid_caches
(thd=0x7fcd84c068b0, cache_mngr=0x7fcd84c72c70, all=true, xid=2) at
/home/sachin/10.1/server/sql/log.cc:1859
#8  0x00005569d5b045c8 in MYSQL_BIN_LOG::log_and_order
(this=0x5569d692d7c0 <mysql_bin_log>, thd=0x7fcd84c068b0, xid=2,
all=true, need_prepare_ordered=false, need_commit_ordered=true) at
/home/sachin/10.1/server/sql/log.cc:9575
#9  0x00005569d5a1ec0d in ha_commit_trans (thd=0x7fcd84c068b0,
all=true) at /home/sachin/10.1/server/sql/handler.cc:1497
#10 0x00005569d5925e7e in trans_commit (thd=0x7fcd84c068b0) at
/home/sachin/10.1/server/sql/transaction.cc:235
#11 0x00005569d5b1b1fa in Xid_log_event::do_apply_event
(this=0x7fcd8542a770, rgi=0x7fcd85407800) at
/home/sachin/10.1/server/sql/log_event.cc:7720
#12 0x00005569d5743fa1 in Log_event::apply_event (this=0x7fcd8542a770,
rgi=0x7fcd85407800) at /home/sachin/10.1/server/sql/log_event.h:1343
#13 0x00005569d573987e in apply_event_and_update_pos_apply
(ev=0x7fcd8542a770, thd=0x7fcd84c068b0, rgi=0x7fcd85407800, reason=0)
at /home/sachin/10.1/server/sql/slave.cc:3479
#14 0x00005569d5739deb in apply_event_and_update_pos_for_parallel
(ev=0x7fcd8542a770, thd=0x7fcd84c068b0, rgi=0x7fcd85407800) at
/home/sachin/10.1/server/sql/slave.cc:3623
#15 0x00005569d597bfbe in rpt_handle_event (qev=0x7fcd85424770,
rpt=0x7fcd85421c88) at /home/sachin/10.1/server/sql/rpl_parallel.cc:50
#16 0x00005569d597ed57 in handle_rpl_parallel_thread
(arg=0x7fcd85421c88) at
/home/sachin/10.1/server/sql/rpl_parallel.cc:1258

Gtid_seq_no= 1
Thread 33 (Thread 0x7fcd9671d700 (LWP 23890)):
#0  0x00007fcda6d56415 in pthread_cond_wait@@GLIBC_2.3.2 () from
/usr/lib/libpthread.so.0
#1  0x00007fcd9e7778ab in gu::Lock::wait (this=0x7fcd9671a0c0,
cond=...) at galerautils/src/gu_mutex.hpp:40
#2  galera::Monitor<galera::ReplicatorSMM::CommitOrder>::enter
(this=this@entry=0x7fcda12d5da0, obj=...) at
galera/src/monitor.hpp:124
#3  0x00007fcd9e771f28 in galera::ReplicatorSMM::pre_commit
(this=0x7fcda12d5000, trx=0x7fcd8507e000, meta=<optimized out>) at
galera/src/replicator_smm.cpp:796
#5  0x00005569d59864d0 in wsrep_run_wsrep_commit (thd=0x7fcd85006a70,
all=true) at /home/sachin/10.1/server/sql/wsrep_hton.cc:492
#6  0x00005569d5984d6a in wsrep_prepare (hton=0x7fcda583e270,
thd=0x7fcd85006a70, all=true) at
/home/sachin/10.1/server/sql/wsrep_hton.cc:208
#7  0x00005569d5a1e1b0 in prepare_or_error (ht=0x7fcda583e270,
thd=0x7fcd85006a70, all=true) at
/home/sachin/10.1/server/sql/handler.cc:1196
#8  0x00005569d5a1ea1c in ha_commit_trans (thd=0x7fcd85006a70,
all=true) at /home/sachin/10.1/server/sql/handler.cc:1475
#9  0x00005569d5925e7e in trans_commit (thd=0x7fcd85006a70) at
/home/sachin/10.1/server/sql/transaction.cc:235
#10 0x00005569d5b1b1fa in Xid_log_event::do_apply_event
(this=0x7fcd8542a570, rgi=0x7fcd85407000) at
/home/sachin/10.1/server/sql/log_event.cc:7720
#11 0x00005569d5743fa1 in Log_event::apply_event (this=0x7fcd8542a570,
rgi=0x7fcd85407000) at /home/sachin/10.1/server/sql/log_event.h:1343
{noformat}

In above the 2nd of the two, BGC-ordered earlier though, trx turns into commit after the 1st which is BGC-ordered later. The 1st holds a galera resource while attempting to yield the  BGC ordering control to the 2nd which is locked out of the galera resource.


There are few ideas how to open up parallel slave applier for galera slave. In one we consider to introduce an interface to carry out an arbitrary action in specified BGC order. Such action could be {{wsrep_prepare}} as well.",,,8,0,0,3006938.066666667,0,0,0,0,0,0,0
MDEV-28730,Task,MDEV,2022-06-02 11:54:40,2025-04-03 09:00:40.000,thiru,Critical,Remove internal parser usage from InnoDB fts,"InnoDB fulltext index internally uses the parser to fetch, write the string into
the auxilary table, common tables, deleted, deleted cache table

Make the auxilary tables as a part of fts_index_cache_t and doesn't allow the
auxilary table to evicted. Store the common tables as a part of
fts_cache_t. This could avoid taking {{dict_sys.mutex}} whenever fts uses
internal parser.",,,3,0,0,1491666.0,0,0,0,0,0,0,0
MDEV-36106,New Feature,MDEV,2025-02-17 13:49:56,2025-04-03 12:37:20.000,psergey,Critical,"New-style hints: [NO_]DERIVED_CONDITION_PUSHDOWN, [NO_]MERGE","Implement table-level hints:
{code}
MERGE, NO_MERGE 
DERIVED_CONDITION_PUSHDOWN, NO_DERIVED_CONDITION_PUSHDOWN
{code}

in the same way they're done in MySQL 8.  See MySQL docs at:
https://dev.mysql.com/doc/refman/8.4/en/derived-condition-pushdown-optimization.html
https://dev.mysql.com/doc/refman/8.4/en/optimizer-hints.html#optimizer-hints-table-level

The logic for enabling the hints is expected to be very basic - hook at the same place where the check for optimizer_switch is, override the optimizer_switch setting.

The code to base on is MDEV-35504, look at other similar level hints and copy the approach.",,,11,4,0,64727.4,0,0,0,0,0,0,2
MDEV-36125,New Feature,MDEV,2025-02-19 11:19:56,2025-04-03 12:37:57.000,psergey,Critical,New-style hint: [NO_]INDEX_MERGE,"Implement the new-style hints:
{code}
INDEX_MERGE
NO_INDEX_MERGE
{code}

in a way compatible to MySQL. 
MySQL's Work Log: https://dev.mysql.com/worklog/task/?id=9167
",,,1,0,0,61998.01666666667,0,0,0,0,0,0,3
MDEV-5092,New Feature,MDEV,2013-10-02 11:35:59,2025-04-06 21:00:00.000,pprkut,Major,Implement UPDATE with result set,"Add an UPDATE operation that returns a result set of the changed rows to the client.

{code}
UPDATE [LOW_PRIORITY] [IGNORE] tbl_name
    SET col_name1={expr1|DEFAULT} [, col_name2={expr2|DEFAULT}] ...
    [WHERE where_condition]
    [ORDER BY ...]
    [LIMIT row_count]
RETURNING select_expr [, select_expr ...]
{code}

I'm not exactly sure how the corresponding multiple-table syntax should look like, or if it is possible at all. But already having it for single-table updates would be a nice feature.",,,12,2,0,6054324.016666667,10,164,1,1,1,1,0
MDBF-1026,Task,MDBF,2025-04-02 12:35:58,2025-04-06 21:00:00.000,JIRAUSER55297,Major,[eol] Remove Fedora-39 from buildbot,"EOL since 2024-11-26
:https://docs.fedoraproject.org/en-US/releases/eol/",,,1,0,0,6264.033333333334,0,0,0,0,0,0,5
MCOL-5300,Task,MCOL,2022-11-08 22:54:46,2025-04-08 14:32:39.000,david.hall,Major,review/finetune log collection tools,"review the tool in https://github.com/mariadb-edwardstoever/columnstore_review

David's suggestion below
 
At the least, the following information should be contained in the reports:
* Columnstore version
* Build hash (hopefully)
* Number of servers and how many are configured for accepting queries
* Number of cores per server, RAM per server and anything else hardware we can think of.
* Topology such as type of storage (s3, single data disk, shared nothing), aws, google, on-prem, skysql, etc.
* Which server is currently prime.
* Printout of Columnstore.xml
* Print of all the files in my.cnf (or wherever .cnf files are kept)
* If it can be found, the contents of mariadb .err file
* All contents of /var/logs/mariadb/columnstore (or wherever logs are kept).
* If we can figure it out, the contents of the bulk load logs.
* Anything else we can think of that might help us figure stuff out.
* 
All this and more used to be produced by ColumnstoreSupport executable (which called a bunch of shell scripts that ran some other things) That code can still be found in the develop-5 branch  oamapps/columnstoreSupport for reference.


",,,10,2,0,1269577.8833333333,0,0,0,0,0,0,0
MDEV-36132,New Feature,MDEV,2025-02-20 10:56:08,2025-04-09 09:27:41.000,psergey,Critical,Optimizer support for functional indexes: handle GROUP/ORDER BY,"See MDEV-35615, section *Support ORDER BY/GROUP BY*.",,,4,0,0,69031.55,9,682,1,1,1,1,4
MDEV-36542,Task,MDEV,2025-04-10 06:22:14,2025-04-10 06:28:48.000,danblack,Major,Remove compile options for faking initialization,"There are a number of compiler defines that fake initialization LINT_INIT and UNINIT_VAR for example.

With modern static analysers and the current usage, these are very shallow path to determine the initialisation did happen.

Its better to catch these uninitialised values.

Faking over the initialisation of variables in debug mode is likely to have a release build without the correct initialization.

The {{UNINIT_VAR(x) x= x}} construct was causing UBSAN issues like:

{noformat}
sql/sql_view.cc:1299:8: runtime error: load of value 16, which is not a valid value for type 'bool'
{noformat}",,,1,0,0,6.566666666666666,5,203,1,1,1,1,4
MDEV-28302,New Feature,MDEV,2022-04-12 14:40:55,2025-04-15 17:14:33.000,hholzgra,Critical,Feature request: configurable defaults for MASTER_SSL_* settings for CHANGE MASTER,"When having multiple replication channels (or when changing what primary to replicate from often) and using two\-way TLS the client certificate and CA files used as  MASTER_SSL_\* parameters in CHANGE MASTER TO will usually be the same and not change between connections to different primaries.

So it may make sense to be able to configure a client certificate to be used for all replication channels in a central place instead of having to add MASTER_SSL_CA, MASTER_SSL_CERT and MASTER_SSL_KEY (and maybe MASTER_SSL_VERIFY_SERVER_CERT, too) again and again each time a CHANGE MASTER TO is done.

E.g.:

{noformat}
replication_ssl_ca=...
replication_ssl_cert=...
replication_ssl_key=...
{noformat}

and maybe also an explicit MASTER_SSL_USE\_DEFAULTS option to CHANGE MASTER to only use such default settings on demand.",,,4,4,0,1582713.6333333333,1,6,1,0,0,0,0
MDBF-1035,Technical task,MDBF,2025-04-09 07:14:44,2025-04-20 21:00:00.000,JIRAUSER55297,Major,Make RunInContainer work with steps and update the sequence,,,,1,0,0,16665.266666666666,0,0,0,0,0,0,12
MDBF-1030,Technical task,MDBF,2025-04-09 07:01:40,2025-04-20 21:00:00.000,JIRAUSER55297,Major,Define DEB builder,,,,1,0,0,16678.333333333332,0,0,0,0,0,0,7
MDBF-1031,Technical task,MDBF,2025-04-09 07:02:35,2025-04-20 21:00:00.000,JIRAUSER55297,Major,Define & Deduplicate prepare / cleanup steps,,,,1,0,0,16677.416666666668,0,0,0,0,0,0,8
MDBF-1034,Technical task,MDBF,2025-04-09 07:04:44,2025-04-20 21:00:00.000,JIRAUSER55297,Major,Define MTR class,,,,1,0,0,16675.266666666666,0,0,0,0,0,0,11
MDBF-1029,Technical task,MDBF,2025-04-09 07:00:51,2025-04-20 21:00:00.000,JIRAUSER55297,Major,Define RPM Builder,,,,1,0,0,16679.15,0,0,0,0,0,0,6
MDBF-1033,Technical task,MDBF,2025-04-09 07:04:01,2025-04-20 21:00:00.000,JIRAUSER55297,Major,Allow image checkpoint / snapshot for reuse in further steps,,,,1,0,0,16675.983333333334,0,0,0,0,0,0,10
MDBF-1032,Technical task,MDBF,2025-04-09 07:03:23,2025-04-20 21:00:00.000,JIRAUSER55297,Major,Docker signal handling and running user,,,,1,0,0,16676.616666666665,0,0,0,0,0,0,9
MDEV-29499,New Feature,MDEV,2022-09-09 07:29:04,2025-04-22 17:29:19.000,roel,Critical,Improving the 'Can't execute init_slave query' error message with the actual failure,"I have been keeping track of what errors are reported by the server and noticed the following. For basically the same issue: 
{noformat}
Can't execute init_slave query 
{noformat}
I have seen all these errors:
{noformat}
Internal MariaDB error code: 1046
Internal MariaDB error code: 1064
Internal MariaDB error code: 1193
Internal MariaDB error code: 1231
Internal MariaDB error code: 1054
Internal MariaDB error code: 1237
{noformat}
This is confusing, and it affects testing as other issues are being missed due to all these errors being filtered. Here is {{perror}} output for these errors:
{noformat}
$ ./bin/perror 1046
MariaDB error code 1046 (ER_NO_DB_ERROR): No database selected
$ ./bin/perror 1064
MariaDB error code 1064 (ER_PARSE_ERROR): %s near '%-.80T' at line %d
$ ./bin/perror 1193
MariaDB error code 1193 (ER_UNKNOWN_SYSTEM_VARIABLE): Unknown system variable '%-.*s'
$ ./bin/perror 1231
MariaDB error code 1231 (ER_WRONG_VALUE_FOR_VAR): Variable '%-.64s' can't be set to the value of '%-.200T'
$ ./bin/perror 1054
MariaDB error code 1054 (ER_BAD_FIELD_ERROR): Unknown column '%-.192s' in '%-.192s'
$ ./bin/perror 1237
MariaDB error code 1237 (ER_SLAVE_IGNORED_TABLE): Slave SQL thread ignored the query because of replicate-*-table rules
{noformat}
This bug report to create a single new error code which is hit whenever the slave cannot execute the {{init_slave}} query for any reason. 

Testing wise, that error can then be filtered and all the errors above can be unfiltered.

For users, some resolution (the underlying cause for the {{Can't execute init_slave query}} failure) may be missed this way, but in return there will be a single automatable error. 

Then again, perhaps there is another way to achieve this resolution? For example how about (fictive):
{noformat}
$ ./bin/perror 9999
MariaDB error code 9999 (ER_INIT_SLAVE_ERROR): Can't execute init_slave query due to MariaDB error code [1046/1064/.../1237/...]: Check ./bin/perror  [1046/1064/.../1237/...] for more info
{noformat}",,,12,11,0,1377240.25,5,5,1,0,0,0,1
MDEV-31741,Task,MDEV,2023-07-19 08:14:13,2025-04-23 09:38:18.000,cvicentiu,Critical,Refactoring and cleanups in preparation for DENIES,"There is quite a lot of technical debt within the ACL code. Some of it can be fixed in stable versions as it involves minimal logic changes.

This task covers all the cleanups and related refactorings, in preparation for DENIES.",,,1,0,0,927444.0833333334,0,0,0,0,0,0,0
MDBF-1052,Technical task,MDBF,2025-04-28 13:21:20,2025-05-04 21:00:00.000,JIRAUSER55297,Major,Langchain mariadb lazy init,"The primary motivation for this patch is that, in a client-server application (e.g., RAG), the developer might not or isn't required to know the embedding_length in advance.
Without lazy init and no prior knowledge of the embedding_length, the developer would be stuck with the default of 1536, which might differ from what the model actual value is.

Of course, from_texts() will determine the dimension at runtime but we need to consider that
in some cases one would like to get an instance of MariaDBStore first and then perform any other operations later.

Thus, we need to add support lazy initialization of the store, which will establish the embedding dimension
and create the tables on either the first search or the first insert, whichever comes first.

",,,1,1,0,9098.666666666666,0,0,0,0,0,0,13
MCOL-6023,Task,MCOL,2025-05-29 19:03:48,2025-06-03 16:57:30.000,JIRAUSER55330,Major,Support Ubuntu 24.04 in columnstore-ansible-aws,Most members of the team use Ubuntu to develop in the cluster. Ubuntu 24.04 LTS is not supported by columnstore-ansible-aws yet,,,1,0,0,7073.7,0,0,0,0,0,0,0
MDEV-36811,Task,MDEV,2025-05-14 05:05:24,2025-06-10 18:06:00.000,JIRAUSER55761,Major,Update docs for SHOW REPLICA STATUS & co.,"[SHOW REPLICA STATUS|https://mariadb.com/kb/en/show-replica-status/], [CHANGE MASTER TO|https://mariadb.com/kb/en/change-master-to/] and [RESET REPLICA|https://mariadb.com/kb/en/reset-replica/] needs to be updated to include {{Connects_Tried}} & {{Master_Retry_Count}} from MDEV-35304 & MDEV-25674.

Also, [SHOW REPLICA STATUS § Column Descriptions|https://mariadb.com/kb/en/show-replica-status/#column-descriptions]:
* is missing:
{code}
Replicate_Do_Domain_Ids
Replicate_Ignore_Domain_Ids
Parallel_Mode
{code}
* has duplicate entries (including descriptions) for:
{code}
Replicate_Rewrite_DB
Retried_transactions
Max_relay_log_size
Executed_log_entries
Slave_received_heartbeats
Slave_heartbeat_period
Gtid_Slave_Pos
{code}
* has {{Last Error}} (space) instead of {{Last_Error}} (underscore)",,,1,3,0,39660.6,0,0,0,0,0,0,0
MDEV-34319,New Feature,MDEV,2024-06-06 09:42:55,2025-06-10 18:06:00.000,bar,Critical,Associative arrays: DECLARE TYPE .. TABLE OF .. INDEX BY in stored routines,"Let's add support for INDEX BY tables (associative arrays) in the DECLARE section of stored routines and anonymous blocks, with this syntax:

{code:sql}
DECLARE
  TYPE type_name TABLE OF rec_type_name INDEX BY idx_type_name;
{code}

- type_name should support explicit and anchored data types (e.g t1.col1%TYPE).
- The INDEX BY clause should support at least integer and string data types.
- rec_type_name should support both scalar types and records.

h2. An associative array of scalar elements

Explicit type_name:

{code:sql}
DECLARE
  TYPE salary IS TABLE OF NUMBER INDEX BY VARCHAR2(20);
  salary_list salary;
  name VARCHAR2(20);
BEGIN
  salary_list('Rajnisj') := 62000;
  salary_list('James') := 78000;
  name:= salary_list.FIRST;
  WHILE name IS NOT NULL
  LOOP
    dbms_output.put_line(name || ' ' || TO_CHAR(salary_list(name)));
    name:= salary_list.NEXT(name);
  END LOOP;
END;
/
{code}

Anchored type_name:

{code:sql}
CREATE TABLE t1 (a INT);
DECLARE
  TYPE salary IS TABLE OF t1.a%TYPE INDEX BY VARCHAR2(20);
  salary_list salary;
  name VARCHAR2(20);
BEGIN
  salary_list('Rajnisj') := 62000;
  salary_list('James') := 78000;
  name:= salary_list.FIRST;
  WHILE name IS NOT NULL
  LOOP
    dbms_output.put_line(name || ' ' || TO_CHAR(salary_list(name)));
    name:= salary_list.NEXT(name);
  END LOOP;
END;
/
{code}


h2. An associative array of records

Using explicit data types:

{code:sql}
DECLARE
  TYPE person_t IS RECORD
  (
    first_name VARCHAR(64),
    last_name VARCHAR(64)
  );
  person person_t;
  TYPE table_of_peson_t IS TABLE OF person_t INDEX BY VARCHAR(20);
  person_by_nickname table_of_peson_t;
  nick VARCHAR(20);
BEGIN
  person_by_nickname('Monty') := person_t('Michael', 'Widenius');
  person_by_nickname('Serg') := person_t('Sergei ', 'Golubchik');
  nick:= person_by_nickname.FIRST;
  WHILE nick IS NOT NULL
  LOOP
    person:= person_by_nickname(nick);
    dbms_output.put_line(nick || ' ' || person.first_name || ' '|| person.last_name);
    nick:= person_by_nickname.NEXT(nick);
  END LOOP;
END;
/
{code}

Using anchored data types:
{code:sql}
DROP TABLE persons;
CREATE TABLE persons (nickname VARCHAR(64), first_name VARCHAR(64), last_name VARCHAR(64));
INSERT INTO persons VALUES ('Serg','Sergei ', 'Golubchik');
INSERT INTO persons VALUES ('Monty','Michael', 'Widenius');
DECLARE
  TYPE table_of_person_t IS TABLE OF persons%ROWTYPE INDEX BY persons.nickname%TYPE;
  person_by_nickname table_of_person_t;
  nickname persons.nickname%TYPE;
  person persons%ROWTYPE;
BEGIN
  FOR rec IN (SELECT * FROM persons)
  LOOP
    person_by_nickname(rec.nickname):= rec;
  END LOOP;

  nickname:= person_by_nickname.FIRST;
  WHILE nickname IS NOT NULL
  LOOP
    person:= person_by_nickname(nickname);
    dbms_output.put_line(person.nickname || ' ' || person.first_name || ' '|| person.last_name);
    nickname:= person_by_nickname.NEXT(nickname);
  END LOOP;
END;
/
{code}
",,,3,8,0,531863.0833333334,0,0,0,0,0,0,1
MDEV-34614,Task,MDEV,2024-07-17 13:30:58,2025-06-10 18:06:00.000,JIRAUSER52216,Major,mysqlbinlog warn on EOF before GTID in --stop-position,"In addition to MDEV-27037, which validates that a binlog coordinate or datetime based stop position actually exists within a binary log file provided to mariadb-binlog, 10.11 also supports GTID input to --stop-position, and this should also be validated that the given GTID exists within the input set of binary logs.

For more details, see the discussion on the MDEV-27037's PR [here|https://github.com/MariaDB/server/pull/3400#discussion_r1681030120].",,,2,0,0,472595.0333333333,0,0,0,0,0,0,0
MDEV-36321,Task,MDEV,2025-03-18 13:56:23,2025-06-13 14:49:34.000,psergey,Critical,Split Materialized and derived-with-keys produce wrong out_rows estimates,"Consider a query using Split Materialized: (database fill steps provided below)
{code:sql}
explain select * 
from 
  t2, (select max(value), grp_id from t1 group by grp_id) DT
where
  t2.a= DT.grp_id;
{code}

{code}
+------+-----------------+------------+------+---------------+--------+---------+------------+------+-------------+
| id   | select_type     | table      | type | possible_keys | key    | key_len | ref        | rows | Extra       |
+------+-----------------+------------+------+---------------+--------+---------+------------+------+-------------+
|    1 | PRIMARY         | t2         | ALL  | NULL          | NULL   | NULL    | NULL       | 5    | Using where |
|    1 | PRIMARY         | <derived2> | ref  | key0          | key0   | 5       | test2.t2.a | 10   |             |
|    2 | LATERAL DERIVED | t1         | ref  | grp_id        | grp_id | 5       | test2.t2.a | 100  |             |
+------+-----------------+------------+------+---------------+--------+---------+------------+------+-------------+
{code}

Note that table <derived2> has rows=10, even if we know that it will have rows=1 due to GROUP BY and splitting. 

This isn't just the wrong estimate for number of rows to scan in <derived2>.  The incorrect fanout affects the partial join cardinality.

Relevant sections of the optimizer trace:
{code:js}
                    ""plan_prefix"": ""t2"",
                    ""get_costs_for_tables"": [
                      {
                        ""best_access_path"": {
                          ""table"": ""<derived2>"",
                          ...
                          ""choose_best_splitting"": {
                            ""split_materialized"": {
                              ""chosen"": true
                            }
                            ...
                          },
                          ""chosen_access_method"": {
                            ""type"": ""ref"",
                            ""rows_read"": 10,
                            ""rows_out"": 10,
                            ""cost"": 0.00639105,
                            ""uses_join_buffering"": false
                          }
{code}
and then: (t2 has rows=5, so rows_for_plan=50 is a 10x over-estimate:
{code:js}
                  {
                    ""plan_prefix"": ""t2"",
                    ""table"": ""<derived2>"",
                    ""rows_for_plan"": 50,
                    ""cost_for_plan"": 0.01806085
                  }
{code}

Can this be fixed by just setting rows=1? 

Database fill steps:
{code:sql}

create table t1 (
  grp_id int, 
  value int,
  index (grp_id)
);

insert into t1 select 
  A.seq, B.seq
from 
  seq_1_to_10000 A, 
  seq_1_to_100 B
;

create table t2 (a int);
insert into t2 select seq from seq_1_to_5;

analyze table t1,t2;
{code}",,,1,3,0,125333.18333333333,12,595,1,1,1,1,5
MCOL-5978,Sub-Task,MCOL,2025-04-15 22:58:01,2025-07-02 13:07:00.000,tturenko,Major,additional 'character_set%' variable in 11.4 causes basic.mcs228_regexp_operator failure,"https://server-test.mariadb.net/?product_ids=2&show_skipped_results=false&only_last_commits=false&time_interval=-1&test_name=&commit_id=&target_name=11.4-MCOL-5949_depr_warnings-apr15&runs_with_additional_tools=false&currentTestCaseId=20604&currentTargetBuildId=14908&currentTestResultId=407399342

A new variable `character_set_collations` was introduced in 11,4, and it causes test output difference

{noformat}
 SHOW VARIABLES LIKE 'character_set%';
 Variable_name	Value
 character_set_client	utf8mb3
+character_set_collations	utf8mb4=utf8mb4_uca1400_ai_ci
 character_set_connection	utf8mb3
{noformat}

Also, this test depends on the path to MariaDB:


{noformat}
-character_sets_dir	/usr/share/mysql/charsets/
+character_sets_dir	/usr/share/mariadb/charsets/
{noformat}
",,,1,0,0,111728.98333333334,0,0,0,0,0,0,6
MDEV-36290,New Feature,MDEV,2025-03-13 14:29:05,2025-07-02 18:35:35.000,monty,Critical,ALTER TABLE with multi-master can cause data loss,"--binlog_row_metadata=full stores columns names and other metadata into the binary log.
However this is not used by replication threads, which can cause data loss on multi-master if one adds or drop fields with ALTER TABLE when binlog_format=row or binlog_format=statement is used.

ALTER TABLE will work if columns are added last to the table. However if one deletes columns or add a column in the middle of the table will cause all future DML to update wrong fields.

The fix is that if --binlog_row_metadata=full is used, we should not use field positions but instead use field names for insert and update when applying row events.
mariadb-binlog should also be update to show fieldnames instead of field positions if field names are available.

I will add a simple test case that one can use to verify the issue.

We should probably also add an option --slave_type_conversions=IGNORE_MISSING_COLUMNS to allow one to drop columns with ALTER TABLE",,,2,0,0,160086.5,1,17,1,1,1,0,1
MDEV-37054,New Feature,MDEV,2025-06-20 11:49:05,2025-07-04 14:14:32.000,f_razzoli,Major,implement INFORMATION_SCHEMA.PARAMETERS.PARAMETER_DEFAULT column,"{code:sql}
DELIMITER ||
CREATE OR REPLACE PROCEDURE p(a INTEGER DEFAULT 9999)
    DETERMINISTIC
BEGIN
    SELECT a;
END ||
DELIMITER ;
SELECT * FROM information_schema.PARAMETERS WHERE SPECIFIC_NAME = 'p' \G

*************************** 1. row ***************************
        SPECIFIC_CATALOG: def
         SPECIFIC_SCHEMA: test
           SPECIFIC_NAME: p
        ORDINAL_POSITION: 1
          PARAMETER_MODE: IN
          PARAMETER_NAME: a
               DATA_TYPE: int
CHARACTER_MAXIMUM_LENGTH: NULL
  CHARACTER_OCTET_LENGTH: NULL
       NUMERIC_PRECISION: 10
           NUMERIC_SCALE: 0
      DATETIME_PRECISION: NULL
      CHARACTER_SET_NAME: NULL
          COLLATION_NAME: NULL
          DTD_IDENTIFIER: int(11)
            ROUTINE_TYPE: PROCEDURE
{code}

As a general rule, I'd avoid releasing new DDLs until they are visible in the information_schema. SHOW CREATE output needs to be parsed, so it's not a replacement.
",,,1,1,0,20305.45,0,0,0,0,0,0,0
